Latitude;Longitude;Date;Time
39.974615;116.3040133;04/01/12;14:42:02
39.97455833;116.30405;04/01/12;14:42:03
39.97454667;116.304075;04/01/12;14:42:04
39.97453333;116.30404;04/01/12;14:42:05
39.97451667;116.30403;04/01/12;14:42:06
39.97450667;116.3040083;04/01/12;14:42:07
39.97450667;116.3039967;04/01/12;14:42:08
39.97449167;116.3039817;04/01/12;14:42:09
39.97447667;116.303965;04/01/12;14:42:10
39.97445833;116.3039483;04/01/12;14:42:11
39.97445167;116.3039383;04/01/12;14:42:12
39.97444167;116.3039267;04/01/12;14:42:13
39.97444333;116.3039183;04/01/12;14:42:14
39.97444333;116.303915;04/01/12;14:42:15
39.97444333;116.3039167;04/01/12;14:42:16
39.97444833;116.30392;04/01/12;14:42:17
39.974445;116.3039067;04/01/12;14:42:18
39.97448;116.3037767;04/01/12;14:42:19
39.97450167;116.3037;04/01/12;14:42:20
39.97451;116.30369;04/01/12;14:42:21
39.97449833;116.30369;04/01/12;14:42:22
39.97450333;116.3036867;04/01/12;14:42:23
39.97451667;116.3036683;04/01/12;14:42:24
39.974515;116.30365;04/01/12;14:42:25
39.97450333;116.3036717;04/01/12;14:42:26
39.97447167;116.3036983;04/01/12;14:42:27
39.97447333;116.30372;04/01/12;14:42:28
39.97445167;116.3036767;04/01/12;14:42:29
39.974445;116.3036617;04/01/12;14:42:30
39.97446333;116.3036583;04/01/12;14:42:31
39.97447667;116.3036667;04/01/12;14:42:32
39.97449;116.3036517;04/01/12;14:42:33
39.97449167;116.3036383;04/01/12;14:42:34
39.97448167;116.303635;04/01/12;14:42:35
39.974485;116.3036117;04/01/12;14:42:36
39.97449333;116.30358;04/01/12;14:42:37
39.97448833;116.303565;04/01/12;14:42:38
39.97448667;116.3035217;04/01/12;14:42:39
39.97448667;116.3035333;04/01/12;14:42:40
39.97449333;116.303535;04/01/12;14:42:41
39.97449667;116.3035383;04/01/12;14:42:42
39.97448667;116.3035;04/01/12;14:42:43
39.97449167;116.3034583;04/01/12;14:42:44
39.97448;116.30327;04/01/12;14:42:45
39.97447833;116.3031883;04/01/12;14:42:46
39.97448667;116.3031683;04/01/12;14:42:47
39.97445333;116.30313;04/01/12;14:42:48
39.97445667;116.3031517;04/01/12;14:42:49
39.97446;116.3031567;04/01/12;14:42:50
39.97444833;116.3031367;04/01/12;14:42:51
39.97440333;116.3030867;04/01/12;14:42:52
39.97439833;116.3030733;04/01/12;14:42:53
39.974405;116.3030383;04/01/12;14:42:54
39.97442;116.3030217;04/01/12;14:42:55
39.97443833;116.3030117;04/01/12;14:42:56
39.974455;116.302985;04/01/12;14:42:57
39.97448833;116.3029333;04/01/12;14:42:58
39.97449667;116.30293;04/01/12;14:42:59
39.97450167;116.3029033;04/01/12;14:43:00
39.9745;116.3028967;04/01/12;14:43:01
39.974505;116.30289;04/01/12;14:43:02
39.97450833;116.3028867;04/01/12;14:43:03
39.97451833;116.3028933;04/01/12;14:43:04
39.97453333;116.3028883;04/01/12;14:43:05
39.97455;116.3029167;04/01/12;14:43:06
39.97454667;116.3029183;04/01/12;14:43:07
39.97455667;116.3029033;04/01/12;14:43:08
39.97455667;116.3028867;04/01/12;14:43:09
39.97455667;116.3028617;04/01/12;14:43:10
39.97455833;116.302845;04/01/12;14:43:11
39.97455667;116.30284;04/01/12;14:43:12
39.974565;116.3028033;04/01/12;14:43:13
39.974595;116.3027;04/01/12;14:43:14
39.97459833;116.30266;04/01/12;14:43:15
39.97459167;116.302645;04/01/12;14:43:16
39.97459;116.302635;04/01/12;14:43:17
39.97459167;116.3026083;04/01/12;14:43:18
39.97459667;116.3026;04/01/12;14:43:19
39.97459667;116.302575;04/01/12;14:43:20
39.97458833;116.3025667;04/01/12;14:43:21
39.97472333;116.3023083;04/01/12;14:44:14
39.97472833;116.3022067;04/01/12;14:44:15
39.97475333;116.30211;04/01/12;14:44:16
39.97475167;116.3020983;04/01/12;14:44:17
39.97475167;116.30211;04/01/12;14:44:18
39.97475;116.30214;04/01/12;14:44:19
39.97475667;116.3021683;04/01/12;14:44:20
39.97476333;116.3021833;04/01/12;14:44:21
39.97475333;116.3021683;04/01/12;14:44:22
39.97496;116.3020583;04/01/12;14:44:23
39.97496167;116.3020583;04/01/12;14:44:24
39.97496167;116.302055;04/01/12;14:44:25
39.97496;116.302055;04/01/12;14:44:26
